0_age,1_categorical,2_fnlwgt,3_categorical,4_categorical,5_categorical,6_categorical,7_categorical,8_categorical,9_categorical,10_capital_gain,11_capital_loss,12_hours_per_week,13_categorical,14_categorical
36.55,6,123462.52,1,0,1,1,6,0,1,0.0,0.0,43.42,3,4
47.68,8,71450.89,3,5,1,4,5,0,2,0.0,0.0,45.22,11,9
25.86,6,68016.09,4,4,0,1,11,4,4,0.0,0.0,62.62,4,0
35.17,8,63530.3,1,4,4,0,12,6,0,0.0,0.0,20.75,9,7
37.08,4,206007.81,3,1,3,3,4,4,4,0.0,0.0,37.71,5,9
52.33,0,30101.49,3,1,2,1,9,5,4,0.0,0.0,50.62,0,11
38.39,8,50136.43,3,5,0,2,1,2,0,0.0,0.0,38.7,7,4
41.75,3,29984.94,3,3,4,0,5,6,2,0.0,0.0,33.39,7,2
37.89,0,157709.31,0,4,5,0,2,3,3,0.0,0.0,54.22,1,8
31.6,0,331506.97,1,4,4,3,5,1,1,0.0,0.0,38.79,8,1
23.25,1,156244.69,0,0,4,4,11,2,4,0.0,0.0,59.47,3,5
34.29,5,165537.76,3,2,1,0,12,0,2,0.0,0.0,34.33,2,7
43.11,9,64851.04,4,4,0,4,8,1,0,7323.97,0.0,10.06,8,2
39.6,5,145842.47,0,7,4,3,11,5,0,0.0,0.0,47.87,6,2
57.23,9,54133.66,2,5,3,2,3,3,3,0.0,0.0,27.23,10,3
50.3,9,62316.56,3,0,0,4,5,0,0,0.0,0.0,39.27,4,5
54.13,10,95787.78,0,5,1,4,8,3,2,0.0,0.0,44.65,11,9
17.0,7,102105.93,0,2,0,1,6,4,4,0.0,0.0,49.29,2,7
58.53,7,414095.81,3,2,5,0,11,4,4,0.0,0.0,55.24,5,2
41.47,0,197443.51,1,6,5,0,2,2,1,0.0,0.0,25.78,0,10
43.32,1,108295.71,1,2,5,2,11,4,2,4125.61,0.0,25.71,7,6
49.65,1,387531.93,3,2,4,4,2,3,3,0.0,0.0,31.73,6,0
38.28,10,675120.74,2,7,4,3,5,2,1,0.0,0.0,43.92,4,2
24.09,8,100303.98,4,6,4,3,13,6,1,0.0,0.0,32.04,11,2
56.82,0,134100.15,4,4,1,1,2,2,4,0.0,0.0,55.49,1,10
28.01,0,36648.35,0,6,3,4,7,0,3,0.0,0.0,71.4,10,11
25.19,0,112666.74,2,2,5,3,7,1,2,0.0,0.0,47.23,8,7
34.95,3,57382.38,1,2,2,3,10,4,0,0.0,0.0,48.79,0,5
32.98,3,21830.04,2,7,2,0,1,1,2,0.0,0.0,50.57,3,7
38.05,6,217881.23,4,6,2,1,8,1,4,0.0,0.0,44.58,7,6
36.72,9,107482.65,2,6,1,2,1,2,4,0.0,0.0,41.28,4,4
55.51,9,49251.98,3,1,4,1,7,2,0,0.0,0.0,37.98,5,9
43.97,7,22880.12,1,0,2,4,7,1,3,0.0,0.0,39.46,1,7
26.85,9,60653.58,2,7,1,2,9,4,0,0.0,0.0,26.47,5,7
28.63,7,57565.91,0,4,2,1,5,0,0,0.0,0.0,19.5,8,4
32.95,5,90361.67,1,2,0,3,2,4,0,0.0,0.0,33.43,7,3
33.01,2,24477.04,2,2,0,2,12,3,1,0.0,0.0,72.21,0,9
31.31,1,139189.93,0,1,2,1,6,3,2,0.0,0.0,35.39,5,7
23.68,6,164904.81,4,3,2,4,9,1,4,0.0,0.0,45.55,10,5
41.78,7,34834.48,3,3,1,3,11,0,1,0.0,0.0,44.65,0,8
32.08,5,25443.17,3,0,4,2,4,1,1,0.0,0.0,41.81,8,0
25.63,5,222256.01,2,4,5,3,4,4,2,0.0,0.0,50.77,10,11
44.31,2,87624.81,4,6,2,3,4,2,1,0.0,0.0,31.96,10,0
49.02,10,164672.36,3,7,2,4,1,4,1,0.0,0.0,48.02,0,0
34.81,8,107837.87,0,0,3,1,9,3,0,0.0,0.0,34.74,8,5
61.16,2,91988.44,1,7,1,4,2,6,0,6424.43,0.0,52.77,11,2
66.8,3,225906.41,2,2,4,1,3,1,2,0.0,0.0,62.11,8,4
44.46,2,193364.33,0,4,1,4,7,5,4,0.0,0.0,34.08,9,5
31.91,8,134291.77,0,2,0,0,5,4,0,0.0,0.0,59.13,11,3
41.5,10,141862.51,0,3,3,0,11,6,0,0.0,0.0,29.13,10,1
22.08,2,69754.22,2,6,1,2,5,2,4,0.0,0.0,18.54,1,5
26.67,8,153808.83,1,7,4,1,4,0,2,0.0,0.0,46.87,4,9
17.0,4,342076.1,2,2,0,2,2,4,0,2624.89,0.0,40.14,4,5
29.83,1,223940.52,0,3,5,1,3,6,3,0.0,0.0,35.68,2,5
21.98,0,22075.83,0,7,2,2,13,4,4,0.0,0.0,42.49,8,6
46.11,10,141698.6,0,5,3,0,13,2,4,0.0,0.0,37.08,3,4
28.26,8,151327.96,1,6,1,1,12,6,3,0.0,0.0,50.8,7,0
41.6,7,244307.4,1,3,5,4,10,6,0,0.0,0.0,31.01,5,4
47.72,3,265783.65,0,1,0,0,0,6,2,0.0,0.0,35.97,5,9
53.23,5,146751.94,1,5,4,0,12,4,3,0.0,0.0,38.21,1,0
33.41,3,36647.52,2,4,3,2,0,6,2,0.0,0.0,54.48,6,11
42.04,10,90194.89,1,1,3,1,10,1,1,0.0,0.0,26.15,4,6
42.45,5,52315.53,2,7,4,1,4,6,0,1474.4,0.0,45.07,7,4
54.54,1,38844.65,1,6,2,3,0,5,0,0.0,0.0,29.77,0,6
48.19,6,301785.49,4,1,1,1,7,1,0,0.0,0.0,39.41,8,5
54.94,3,68107.6,0,2,2,0,0,0,1,0.0,0.0,46.13,6,9
17.0,6,484792.85,1,2,3,2,12,2,4,0.0,0.0,13.97,0,6
29.36,4,72567.72,0,3,3,0,8,2,2,0.0,0.0,23.14,9,2
51.41,4,55748.46,0,6,4,0,9,4,0,0.0,0.0,42.56,4,6
45.55,0,159766.06,1,2,5,3,5,0,1,0.0,0.0,41.02,5,2
36.37,9,92702.91,1,7,1,3,6,2,3,0.0,0.0,27.59,10,11
31.84,4,123273.36,3,0,3,2,6,1,4,0.0,0.0,37.73,1,1
48.25,3,64129.39,1,1,5,3,7,1,4,0.0,0.0,52.25,7,11
17.0,0,64121.43,3,4,2,3,5,3,2,0.0,0.0,53.25,9,7
48.3,7,66738.45,3,5,5,2,4,0,3,0.0,0.0,40.89,7,11
39.18,1,42884.08,4,5,3,0,1,3,3,7528.19,430.31,34.43,1,1
31.65,9,213855.7,4,2,3,3,11,4,3,0.0,0.0,32.9,0,8
44.53,9,116385.57,0,7,0,1,2,3,4,0.0,0.0,25.41,10,1
32.98,5,111610.56,0,1,5,0,2,2,2,0.0,0.0,44.74,5,6
38.38,2,168199.77,4,6,4,3,13,2,0,0.0,0.0,39.57,5,2
37.4,7,131350.22,0,6,3,2,4,1,4,0.0,0.0,38.33,2,1
47.68,9,603968.83,1,1,0,1,4,1,1,0.0,0.0,45.44,4,4
40.07,2,138862.28,4,6,3,4,11,5,3,0.0,0.0,34.77,11,7
17.0,0,19123.71,0,1,0,1,5,4,1,0.0,0.0,36.22,0,2
19.9,9,66495.52,2,0,0,4,11,0,4,0.0,0.0,57.33,8,7
23.91,7,46824.81,4,2,1,4,1,4,3,0.0,0.0,43.22,2,4
43.94,4,143499.83,2,1,5,4,13,2,3,0.0,0.0,43.16,0,8
45.24,10,70916.18,4,6,1,2,7,6,4,0.0,0.0,45.07,10,7
59.71,10,147394.67,2,0,3,1,10,2,3,0.0,0.0,40.52,6,2
24.81,8,57122.86,4,7,2,0,8,6,0,0.0,0.0,47.1,6,0
55.02,6,115298.37,1,4,1,4,7,4,4,0.0,0.0,37.51,0,5
17.0,7,64759.55,4,0,3,2,10,6,3,0.0,1633.88,50.72,0,5
38.23,0,75241.87,0,2,1,1,13,4,2,0.0,0.0,39.37,9,2
41.19,10,118251.31,4,5,1,3,4,5,4,0.0,0.0,53.83,0,1
41.14,1,141637.26,3,0,3,4,9,4,2,5197.95,0.0,37.92,2,8
33.98,7,309560.78,2,2,4,2,1,6,2,0.0,0.0,26.06,9,7
39.53,2,244016.39,2,1,0,3,5,1,3,0.0,0.0,37.44,3,3
21.94,4,209938.83,3,2,5,1,4,5,0,0.0,0.0,27.47,6,5
49.25,9,139441.33,4,7,1,2,7,4,4,0.0,0.0,41.49,8,2
41.25,7,66805.1,4,0,4,3,5,0,2,12213.12,0.0,39.27,3,6
42.71,2,162371.39,3,4,0,3,3,0,3,0.0,0.0,28.62,2,0
34.37,0,256581.54,1,3,5,2,12,5,4,0.0,1368.78,64.57,5,8
33.74,8,256710.01,4,4,4,2,9,1,0,0.0,0.0,52.16,3,1
44.82,8,100000.58,1,6,0,1,0,5,0,0.0,0.0,55.39,11,11
58.67,10,74985.46,4,0,1,3,10,6,2,0.0,0.0,40.37,5,11
19.88,0,186018.02,3,3,4,4,12,1,2,0.0,0.0,59.48,7,8
19.23,5,14067.03,3,0,4,2,6,4,2,0.0,0.0,41.55,5,2
41.46,4,354106.32,0,6,1,1,5,1,0,0.0,0.0,51.52,2,11
33.68,2,263650.78,4,1,3,1,12,0,4,11101.49,1338.18,46.33,4,7
39.61,9,78886.42,0,2,2,1,3,1,1,0.0,0.0,20.52,7,6
37.69,1,75731.38,3,0,5,4,2,6,2,0.0,0.0,43.14,8,3
46.09,9,519603.86,1,1,2,1,10,3,0,0.0,0.0,27.0,3,8
34.28,7,43145.95,3,6,1,2,9,1,2,0.0,0.0,50.82,8,0
22.29,7,80051.44,2,0,1,2,1,6,4,0.0,0.0,38.65,6,11
27.73,7,401001.98,0,0,4,0,11,6,4,0.0,0.0,46.76,1,7
35.91,2,41835.44,2,6,0,1,4,1,0,0.0,0.0,42.26,9,2
21.69,7,112346.83,1,1,3,4,11,1,3,0.0,0.0,39.97,5,1
37.52,10,81541.81,3,2,2,2,3,1,2,0.0,0.0,11.46,4,8
38.79,1,513164.55,0,6,1,4,12,4,2,0.0,0.0,25.48,8,2
33.35,5,63928.92,1,6,1,3,2,5,2,0.0,0.0,60.0,5,4
40.72,3,33341.16,2,6,2,0,0,3,4,8513.01,0.0,37.04,11,11
17.01,6,119801.23,4,5,2,4,7,5,1,0.0,0.0,46.07,1,4
25.61,6,63932.62,0,1,4,4,10,4,3,0.0,0.0,29.18,4,4
23.14,1,159178.65,1,1,5,1,2,3,1,0.0,0.0,50.3,11,8
49.44,7,139664.64,1,2,3,3,8,2,4,0.0,0.0,36.3,8,9
67.98,5,38724.52,3,0,5,1,8,6,3,0.0,0.0,38.16,0,11
26.55,0,430153.75,4,1,2,4,3,2,2,0.0,0.0,21.38,11,3
34.94,10,60564.97,1,1,2,3,10,5,0,2471.95,0.0,36.63,4,10
28.99,1,65967.25,0,6,0,0,11,0,4,0.0,0.0,40.61,9,11
40.88,0,156711.59,0,0,1,0,4,6,3,0.0,0.0,30.42,9,7
30.09,7,364515.26,3,2,1,3,2,5,3,0.0,0.0,52.72,6,1
41.68,9,35284.44,1,7,1,3,13,0,4,0.0,0.0,44.84,6,5
46.65,9,68195.85,0,0,4,3,13,0,3,0.0,0.0,44.37,8,4
22.09,9,212259.53,1,3,5,0,4,6,4,0.0,0.0,52.57,10,10
41.53,10,62433.39,4,0,0,3,3,0,4,0.0,0.0,35.11,0,6
17.0,9,111956.71,4,4,2,0,1,3,1,0.0,0.0,52.87,7,9
34.67,0,70899.9,0,5,0,2,9,0,2,0.0,0.0,35.88,0,3
33.79,7,146654.48,0,1,1,3,12,6,4,0.0,0.0,41.92,9,6
35.02,3,36376.06,0,5,3,4,9,2,3,0.0,0.0,56.59,3,1
33.94,7,127168.71,2,4,2,2,1,5,3,0.0,0.0,36.58,0,3
31.57,0,145577.61,3,6,3,0,4,2,2,0.0,0.0,28.07,4,5
34.54,1,170216.51,3,4,5,3,0,5,1,0.0,0.0,19.17,1,10
41.1,0,64897.14,1,1,0,1,2,5,1,0.0,0.0,60.16,8,11
41.46,3,314364.55,0,0,3,1,9,0,3,0.0,0.0,31.1,6,7
39.5,3,18407.15,0,4,4,1,0,5,3,0.0,0.0,14.56,0,10
30.54,6,58070.93,3,2,5,0,2,3,0,0.0,0.0,43.24,6,6
52.04,5,697444.47,4,2,4,1,0,1,1,0.0,2162.89,41.65,3,2
57.83,9,101026.25,0,1,5,3,8,5,3,0.0,0.0,45.08,1,7
21.25,0,242770.56,0,7,0,0,11,6,0,0.0,0.0,38.27,11,1
40.14,2,114883.33,3,5,0,3,3,5,4,0.0,0.0,39.06,11,7
31.91,7,396576.05,3,5,0,4,10,1,0,0.0,0.0,16.85,1,2
50.03,0,84647.2,2,5,0,1,4,5,2,0.0,0.0,51.14,4,7
37.84,2,118064.36,3,0,4,3,13,4,0,0.0,0.0,38.84,10,8
38.69,0,198714.03,1,4,1,1,13,4,4,0.0,0.0,49.64,4,0
44.43,3,336485.36,2,1,0,1,9,4,4,0.0,0.0,35.6,4,7
34.13,8,22559.8,1,2,2,0,10,6,4,0.0,0.0,50.41,0,4
59.81,6,149439.79,1,2,3,0,13,6,4,0.0,0.0,68.46,3,5
44.63,0,49898.12,2,1,3,0,2,4,2,0.0,0.0,50.1,3,0
50.11,3,94462.32,3,6,3,3,8,5,2,0.0,0.0,61.7,1,8
35.13,9,64303.05,0,0,4,4,10,5,1,0.0,2202.26,34.61,7,7
36.4,8,16432.49,3,7,5,3,1,5,0,0.0,0.0,38.62,0,5
48.55,8,230095.59,1,0,2,1,2,1,0,0.0,0.0,44.37,10,10
47.25,1,34555.77,1,7,1,1,0,0,0,0.0,0.0,35.32,11,8
21.77,8,93386.4,3,4,2,1,12,2,3,7694.93,0.0,32.66,11,11
39.66,7,90604.33,2,1,1,3,10,2,4,0.0,0.0,32.09,0,9
44.16,9,52248.23,4,4,5,2,12,0,0,0.0,0.0,28.01,4,2
36.31,5,164560.38,3,4,2,1,4,6,3,0.0,0.0,52.6,4,8
42.93,2,73692.07,3,5,1,0,2,5,0,0.0,0.0,56.66,11,11
36.86,0,55696.68,2,7,3,0,0,3,1,0.0,2480.59,47.02,1,7
17.0,2,30813.23,0,5,5,1,8,4,3,0.0,0.0,39.89,4,9
20.96,2,47095.2,3,3,2,3,4,3,4,0.0,0.0,40.09,4,3
50.67,2,138423.86,4,6,5,1,11,4,3,0.0,93.27,38.89,8,6
34.82,6,19950.79,1,1,3,0,13,0,2,0.0,0.0,18.73,4,0
40.47,1,377905.46,2,3,4,0,9,2,1,0.0,0.0,28.71,2,4
37.95,4,87409.51,1,0,0,1,3,6,2,0.0,0.0,24.27,5,4
27.27,4,49309.54,1,2,1,2,7,2,2,0.0,0.0,26.02,0,4
31.93,1,158911.98,2,4,2,3,11,2,2,0.0,0.0,41.18,7,5
42.28,5,70654.91,0,6,4,0,2,6,2,0.0,0.0,30.53,10,8
43.6,4,201195.9,0,3,1,0,2,0,0,0.0,0.0,41.99,5,7
66.45,10,42190.96,1,1,1,4,9,0,2,0.0,0.0,40.2,8,2
31.79,4,44711.52,4,7,1,4,5,4,4,0.0,0.0,39.72,10,0
59.72,1,158996.2,0,0,4,2,5,1,0,0.0,0.0,49.13,6,4
26.81,10,257438.01,0,5,2,4,8,0,2,0.0,0.0,42.52,4,0
44.35,10,115424.08,1,2,0,2,5,5,2,0.0,0.0,39.18,7,8
40.31,2,118727.92,0,0,2,4,5,1,2,0.0,0.0,39.71,0,4
36.36,0,50650.83,4,5,5,4,13,6,4,0.0,0.0,27.96,4,6
37.93,3,65353.53,4,4,3,3,11,2,1,0.0,0.0,29.33,1,10
29.91,10,58351.58,1,2,0,2,6,6,0,576.7,0.0,26.03,2,11
49.75,0,278256.92,4,4,3,0,9,4,1,0.0,0.0,49.64,2,1
27.05,4,300309.38,2,5,3,1,4,4,3,0.0,0.0,40.78,4,3
42.13,9,149691.07,3,5,5,3,8,5,3,0.0,0.0,33.98,6,5
47.83,8,493207.51,4,7,1,0,2,4,4,0.0,0.0,42.51,0,2
55.99,1,161872.07,1,1,1,0,3,5,2,0.0,0.0,53.42,0,0
50.63,2,254254.81,3,1,3,4,12,5,0,0.0,0.0,33.61,2,6
45.44,3,82856.35,1,3,1,0,12,1,4,698.42,0.0,53.1,1,2
29.71,6,87034.45,4,2,4,3,3,2,4,0.0,0.0,41.95,10,3
27.78,1,87101.86,3,5,4,3,11,5,2,0.0,0.0,56.55,1,1
23.2,10,46669.8,4,4,0,2,7,0,2,0.0,0.0,51.55,9,0
21.95,7,69377.93,3,4,5,1,4,5,3,0.0,0.0,31.0,6,11
37.98,2,128442.36,2,2,1,1,3,3,3,0.0,0.0,36.76,9,5
28.54,3,61133.91,4,5,3,0,3,4,0,0.0,0.0,44.68,2,3
53.59,5,154056.28,4,2,5,2,13,3,1,0.0,0.0,49.55,0,7
30.47,9,54584.54,0,0,0,2,7,1,2,0.0,0.0,22.71,2,4
39.23,7,52608.86,0,0,3,3,0,5,2,0.0,0.0,38.65,6,10
34.56,6,99726.14,3,6,3,3,0,2,0,0.0,0.0,33.46,7,2
19.75,3,19266.15,4,0,3,1,9,0,1,0.0,0.0,54.36,3,0
52.16,6,234062.81,1,4,2,1,7,5,4,0.0,0.0,48.72,2,10
47.04,0,173673.64,0,6,1,0,13,4,3,0.0,0.0,29.62,10,7
48.54,2,189639.74,2,3,5,2,11,6,2,0.0,0.0,49.29,5,4
45.73,1,178989.96,2,7,1,1,0,6,1,0.0,0.0,41.11,2,3
28.13,0,90060.73,0,3,2,1,10,2,0,0.0,0.0,34.97,4,0
28.38,0,119996.63,1,5,4,4,9,4,1,0.0,0.0,25.83,10,9
43.88,7,134836.18,1,1,3,1,2,2,3,0.0,2389.05,39.99,3,5
58.06,9,30917.88,4,3,2,2,8,4,3,0.0,0.0,33.1,1,3
43.02,9,115996.93,2,4,3,0,2,0,4,0.0,0.0,37.4,1,9
50.72,9,73007.8,2,7,3,3,4,5,3,0.0,0.0,26.8,8,0
31.16,10,432570.76,2,2,0,0,12,0,0,0.0,0.0,35.31,7,8
52.27,7,84680.89,0,0,4,3,11,6,2,0.0,0.0,50.57,1,10
32.55,5,89268.75,4,6,3,3,6,5,1,0.0,0.0,43.03,1,3
41.12,9,37182.72,0,0,5,3,1,4,0,3288.12,0.0,47.26,6,4
33.24,10,72191.63,1,1,2,1,0,3,4,0.0,0.0,35.78,3,7
49.56,0,18189.2,4,0,3,3,6,4,0,0.0,0.0,33.38,0,0
49.74,5,436839.97,4,2,4,4,3,5,1,0.0,0.0,56.12,0,2
18.8,6,157460.33,2,1,1,1,0,0,2,0.0,0.0,30.75,6,8
55.23,7,73599.95,3,5,0,1,12,0,0,0.0,0.0,30.53,2,9
68.89,7,147756.04,3,2,5,0,2,0,0,0.0,0.0,22.04,10,6
33.38,0,45774.12,0,2,5,1,6,4,3,0.0,0.0,14.27,7,0
36.35,5,85368.23,4,3,2,2,10,1,2,0.0,0.0,50.27,2,3
54.11,8,40671.55,4,0,5,3,3,2,3,0.0,0.0,46.15,7,11
38.87,9,29009.16,0,0,2,4,3,5,4,0.0,0.0,36.07,6,10
37.95,7,181943.46,2,2,0,2,13,3,1,0.0,0.0,37.01,9,9
62.66,9,90756.93,4,0,1,0,9,3,1,0.0,0.0,28.57,2,8
20.39,2,24752.83,1,3,4,0,13,0,1,0.0,0.0,29.85,4,6
27.74,4,50907.68,2,7,0,1,3,3,3,0.0,0.0,44.52,6,5
43.43,1,280475.5,0,6,1,0,11,2,4,0.0,4159.15,38.49,9,8
17.0,10,55333.84,1,5,5,4,10,0,0,0.0,0.0,52.67,9,2
33.15,4,162364.65,0,6,2,0,1,5,0,2868.08,0.0,52.21,9,11
33.03,0,54780.4,2,4,4,1,2,1,4,0.0,0.0,38.86,9,10
50.5,6,119963.06,3,7,2,3,11,5,2,0.0,0.0,49.71,0,5
47.01,1,150181.26,0,3,3,0,11,3,3,0.0,0.0,34.73,8,4
17.0,10,58164.62,1,5,5,2,1,6,0,1644.49,0.0,41.8,9,8
28.99,5,88695.26,3,1,5,3,9,5,0,0.0,0.0,52.58,3,1
29.03,3,126313.99,0,1,0,1,2,5,3,0.0,0.0,36.35,3,2
35.18,4,62678.86,1,0,5,2,11,0,4,0.0,0.0,50.14,2,9
23.73,9,83493.8,3,6,2,2,2,4,0,0.0,0.0,50.83,4,2
43.87,4,46402.17,0,6,4,1,12,1,4,0.0,0.0,39.79,2,4
28.98,4,107334.95,3,2,2,1,1,5,1,1189.67,0.0,22.74,9,3
45.65,0,233490.89,0,0,5,0,7,0,4,0.0,0.0,65.16,3,11
37.96,7,38918.3,0,3,0,2,13,1,3,0.0,0.0,54.78,8,4
25.35,6,56126.95,4,3,2,3,10,0,3,0.0,0.0,31.72,4,5
56.05,8,19242.59,0,2,3,2,7,0,4,9760.65,0.0,46.89,5,3
56.43,10,148666.67,2,3,3,3,8,6,3,8367.68,0.0,49.05,6,5
41.77,0,27462.12,4,3,0,4,3,3,3,0.0,0.0,18.37,0,0
34.89,5,147543.56,0,6,2,1,12,3,4,0.0,0.0,61.34,6,0
24.27,6,155810.3,2,0,5,4,6,3,3,0.0,0.0,44.38,0,10
51.92,1,204418.35,2,7,0,3,4,1,2,0.0,0.0,42.6,7,3
48.69,3,132592.79,1,2,2,4,6,4,0,0.0,0.0,48.96,2,7
27.42,2,29515.1,4,7,5,4,12,4,4,0.0,0.0,52.51,0,3
29.07,8,88800.97,3,0,0,3,10,1,2,0.0,0.0,32.93,2,0
43.94,6,115464.03,1,5,0,1,0,1,0,0.0,0.0,32.29,6,0
22.72,3,151176.91,0,1,2,3,13,1,2,0.0,0.0,24.53,8,4
29.87,4,155835.57,3,3,4,1,8,4,3,0.0,0.0,27.6,10,9
24.47,9,70133.37,1,7,0,2,7,0,2,1190.87,0.0,29.37,10,5
24.89,9,90513.39,1,5,0,3,11,5,0,0.0,400.88,30.31,1,9
28.64,1,91223.46,2,1,3,2,5,0,1,0.0,0.0,49.36,0,4
49.78,2,35849.02,0,2,2,3,11,0,1,0.0,0.0,39.84,11,10
17.0,3,45552.01,4,6,4,2,0,5,2,0.0,0.0,50.82,7,3
43.64,1,93184.91,4,3,2,1,11,0,2,0.0,0.0,43.78,6,11
41.35,6,50488.68,2,2,3,1,13,0,0,0.0,0.0,54.35,9,6
50.59,10,30632.61,2,3,1,0,11,3,1,0.0,0.0,56.68,11,11
41.34,10,29281.43,2,3,0,4,6,0,2,0.0,0.0,53.8,2,3
33.08,7,172134.65,1,3,1,4,3,2,3,0.0,0.0,57.19,9,9
27.4,4,131102.53,1,4,0,2,5,6,0,0.0,0.0,23.79,10,2
50.88,9,111130.86,1,1,3,0,0,3,4,0.0,0.0,37.54,8,10
44.46,10,75987.17,4,2,3,2,1,4,0,0.0,0.0,38.61,2,3
31.59,5,61974.48,3,5,1,4,3,6,1,0.0,0.0,35.12,3,8
49.82,6,19672.85,4,5,0,2,12,6,2,0.0,0.0,64.11,2,0
32.2,4,158743.68,4,6,5,3,10,2,2,0.0,0.0,44.82,10,9
37.99,3,71285.5,0,0,5,2,6,1,2,0.0,0.0,26.55,3,4
30.14,3,162304.04,1,5,5,1,7,2,4,0.0,0.0,73.15,4,0
44.94,8,46618.52,2,6,1,4,10,0,3,4237.96,0.0,29.61,4,7
25.08,9,368808.63,4,3,1,3,8,2,2,0.0,0.0,43.56,11,1
34.12,4,114686.94,2,3,5,0,10,0,3,0.0,0.0,38.52,1,0
29.49,0,89613.52,3,0,4,1,1,3,1,0.0,0.0,46.1,3,1
41.43,3,43672.25,0,7,3,3,0,3,2,0.0,0.0,58.49,8,5
43.05,8,112668.88,2,7,2,4,4,3,4,0.0,0.0,45.42,11,6
23.65,4,161655.86,3,2,2,1,8,2,0,0.0,0.0,46.78,6,1
43.28,9,16435.5,0,7,4,0,1,2,2,0.0,0.0,68.59,1,4
18.8,2,88621.68,1,3,3,0,3,5,0,0.0,0.0,47.39,0,0
66.5,7,89774.06,0,0,4,0,13,3,0,0.0,0.0,48.53,4,9
31.35,1,141646.51,2,6,3,1,7,5,3,0.0,0.0,31.2,10,5
51.64,3,25798.21,1,0,0,3,9,6,0,0.0,0.0,20.54,0,3
40.62,3,187230.19,4,4,4,0,12,1,1,0.0,0.0,48.41,1,11
41.14,9,177985.42,1,1,2,2,3,0,2,0.0,0.0,8.91,8,11
22.84,4,183483.9,4,1,1,1,10,5,4,0.0,0.0,22.4,10,10
48.96,3,58148.4,3,1,3,4,11,4,1,0.0,0.0,19.84,1,11
38.63,7,242277.84,4,6,4,3,1,4,0,0.0,1451.29,31.02,5,9
44.11,5,51517.04,3,1,2,2,1,6,0,0.0,0.0,44.01,6,10
36.82,0,18201.13,4,5,3,4,12,4,3,0.0,0.0,28.91,0,7
39.69,10,126585.59,1,4,4,1,4,5,1,0.0,0.0,57.06,5,3
26.47,0,94001.42,3,5,1,4,11,2,2,0.0,0.0,36.85,9,2
36.01,5,261977.66,3,2,4,2,3,5,4,0.0,0.0,47.42,11,3
32.54,3,43154.53,1,3,4,0,4,1,3,0.0,0.0,22.86,9,4
28.83,7,74872.46,3,6,5,2,0,5,4,0.0,0.0,30.4,10,6
39.75,3,69658.47,2,7,0,2,1,4,4,0.0,0.0,28.01,5,1
42.72,4,187708.36,2,3,5,3,13,2,0,0.0,0.0,39.54,4,1
41.26,8,41461.04,3,2,1,4,8,3,3,0.0,0.0,47.34,5,9
36.67,10,273388.26,0,1,0,0,2,5,2,0.0,0.0,34.67,8,0
43.34,4,54813.01,0,1,5,1,3,3,4,0.0,0.0,23.31,4,10
41.15,9,69275.48,3,5,0,3,10,4,3,0.0,0.0,50.79,8,1
39.27,7,102080.32,1,7,4,4,8,1,0,0.0,0.0,42.06,5,6
40.16,2,43840.54,3,4,1,0,10,5,4,0.0,0.0,38.1,2,3
53.38,1,135029.56,4,3,3,2,5,4,0,0.0,0.0,41.79,11,0
22.33,4,121812.46,3,4,1,3,10,1,2,0.0,0.0,37.49,6,1
33.86,10,60132.13,0,5,1,2,3,4,1,1180.46,0.0,39.31,9,3
42.4,5,124011.09,3,4,4,2,10,1,1,447.07,0.0,20.02,10,3
17.42,3,126808.11,2,6,3,1,3,1,2,0.0,0.0,30.64,1,9
55.97,6,155902.31,2,5,2,1,7,2,3,0.0,1777.85,28.66,2,7
41.31,6,238231.53,4,1,3,3,5,4,3,0.0,0.0,41.7,1,0
50.44,8,137815.01,3,4,4,0,12,6,4,0.0,0.0,41.85,6,1
52.56,10,145491.67,3,6,1,3,6,0,0,0.0,0.0,30.87,8,2
43.36,0,40837.91,4,3,2,0,3,1,4,0.0,0.0,17.19,1,4
17.0,4,28945.02,3,6,4,0,1,4,2,0.0,0.0,44.18,9,5
39.92,10,63432.11,0,1,5,0,1,1,3,0.0,0.0,45.15,11,7
40.75,6,128274.83,3,7,5,2,8,5,0,8793.86,1461.27,36.14,1,3
23.87,2,137607.57,4,2,3,3,2,2,4,0.0,2121.75,40.06,8,1
17.0,6,13088.36,0,2,5,0,9,5,1,18095.06,0.0,31.84,7,4
44.0,4,109695.98,0,6,5,1,11,2,3,0.0,0.0,51.45,4,6
21.76,6,242994.3,3,3,2,0,7,5,3,0.0,0.0,23.85,3,2
64.8,8,601801.58,3,7,0,3,9,0,2,0.0,0.0,45.67,10,8
41.42,7,312689.75,1,4,1,4,2,5,4,0.0,0.0,37.07,10,0
55.57,6,65045.36,4,6,1,1,7,6,1,0.0,0.0,34.62,5,8
38.41,9,62075.05,4,4,2,4,12,4,3,0.0,0.0,34.28,4,2
47.77,0,146299.43,4,4,4,0,2,2,4,0.0,0.0,36.07,11,11
38.69,9,188553.46,3,4,3,2,2,1,3,0.0,0.0,47.87,10,11
51.07,4,242485.43,0,7,5,2,0,6,4,0.0,0.0,55.0,6,7
17.0,9,159219.05,0,6,1,1,2,1,4,39937.47,0.0,22.66,5,3
49.55,8,37044.56,4,2,1,0,11,5,4,0.0,0.0,52.56,5,9
